interaction_id,customer_id,interaction_date,channel,reason,resolution_hours,satisfaction_score
IN00000409,CU00003047,2026-01-14,Email,KYC,15.78,5
IN00000410,CU00003580,2025-12-07,Branch,KYC,14.73,5
IN00000411,CU00003958,2026-02-17,App,Loan enquiry,19.25,5
IN00000412,CU00002363,2024-12-02,App,Complaint,5.72,2
IN00000413,CU00001601,2025-05-28,Chat,KYC,19.34,1
IN00000414,CU00004054,2026-08-19,App,Complaint,44.31,5
IN00000415,CU00002358,2025-11-22,Email,Service request,14.37,4
IN00000416,CU00000277,2025-11-03,Chat,KYC,9.48,4
IN00000417,CU00000430,2025-09-22,Email,Digital help,7.3,4
IN00000418,CU00002010,2026-08-01,Branch,Card issue,35.9,5
IN00000419,CU00000188,2024-11-07,App,Complaint,10.12,4
IN00000420,CU00004940,2024-12-03,Call Centre,Loan enquiry,21.55,5
IN00000421,CU00004840,2025-01-26,Call Centre,Digital help,8.34,5
IN00000422,CU00004248,2025-12-28,Branch,Service request,35.92,4
IN00000423,CU00000130,2025-01-18,Call Centre,Loan enquiry,10.59,5
IN00000424,CU00003909,2024-11-17,Chat,Service request,11.25,2
IN00000425,CU00000877,2026-03-30,Email,Loan enquiry,5.59,4
IN00000426,CU00002703,2024-10-11,Email,Card issue,28.57,4
IN00000427,CU00001390,2026-01-31,Email,Loan enquiry,35.65,3
IN00000428,CU00004445,2024-09-25,Call Centre,KYC,11.28,3
IN00000429,CU00002883,2025-06-24,App,Service request,12.58,5
IN00000430,CU00004181,2026-03-27,App,Service request,10.91,5
IN00000431,CU00000346,2026-01-27,App,Complaint,8.6,4
IN00000432,CU00000224,2025-08-14,Call Centre,KYC,17.6,3
IN00000433,CU00002422,2024-10-08,Chat,Loan enquiry,10.74,4
IN00000434,CU00001651,2025-12-05,Chat,Complaint,5.16,2
IN00000435,CU00003807,2025-09-30,App,Service request,6.02,5
IN00000436,CU00000751,2026-06-13,Branch,Complaint,26.2,5
IN00000437,CU00002339,2025-10-29,Chat,KYC,14.15,3
IN00000438,CU00002012,2025-03-07,Branch,Digital help,15.57,5
IN00000439,CU00002320,2025-04-16,Chat,Complaint,5.25,4
IN00000440,CU00000610,2024-10-07,App,Complaint,23.13,3
IN00000441,CU00003487,2026-01-19,App,Service request,20.82,3
IN00000442,CU00004863,2024-12-12,Email,Loan enquiry,13.58,5
IN00000443,CU00003790,2025-08-05,Chat,Service request,26.41,2
IN00000444,CU00001845,2025-02-22,Call Centre,Service request,8.37,5
IN00000445,CU00002888,2026-08-22,Branch,Card issue,48.89,4
IN00000446,CU00003923,2026-06-22,Call Centre,Card issue,39.07,3
IN00000447,CU00003591,2025-09-04,Email,KYC,20.94,5
IN00000448,CU00001538,2025-10-22,Email,Complaint,11.2,5
IN00000449,CU00001798,2024-12-19,Chat,Complaint,31.0,2
IN00000450,CU00003194,2026-03-05,Branch,Loan enquiry,23.86,4
IN00000451,CU00000242,2025-12-24,App,Loan enquiry,13.29,5
IN00000452,CU00001984,2025-10-13,Chat,Service request,14.22,2
IN00000453,CU00001811,2025-05-13,Email,Digital help,25.14,3
IN00000454,CU00002221,2025-09-18,Call Centre,Loan enquiry,2.77,4
IN00000455,CU00004984,2025-01-09,Chat,Complaint,10.27,4
IN00000456,CU00002820,2026-01-26,App,KYC,23.69,2
IN00000457,CU00003751,2024-10-04,Branch,KYC,8.56,4
IN00000458,CU00001069,2025-02-26,Call Centre,Complaint,30.1,4
IN00000459,CU00003291,2026-03-07,Chat,KYC,22.66,5
IN00000460,CU00000849,2025-05-25,App,KYC,7.14,4
IN00000461,CU00003991,2025-05-17,Branch,Digital help,18.77,4
IN00000462,CU00002005,2026-06-01,App,Digital help,36.23,5
IN00000463,CU00003935,2025-09-15,Email,Complaint,20.55,5
IN00000464,CU00003917,2025-04-17,Chat,Loan enquiry,14.17,5
IN00000465,CU00000151,2025-09-28,App,Complaint,18.36,4
IN00000466,CU00002287,2024-11-21,Email,Service request,14.91,5
IN00000467,CU00004183,2026-05-16,Branch,Digital help,11.34,5
IN00000468,CU00004715,2026-06-12,Call Centre,KYC,3.13,4
IN00000469,CU00000588,2025-01-21,Email,Service request,22.43,4
IN00000470,CU00001480,2024-12-10,Call Centre,Card issue,23.81,4
IN00000471,CU00000403,2025-08-20,Email,Loan enquiry,13.23,5
IN00000472,CU00002024,2025-10-21,Branch,Digital help,9.81,5
IN00000473,CU00000140,2025-08-20,Branch,Complaint,24.93,2
IN00000474,CU00004144,2025-11-06,Chat,Card issue,12.74,3
IN00000475,CU00004451,2025-04-08,Chat,Digital help,9.98,5
IN00000476,CU00000520,2025-09-09,Email,Loan enquiry,16.89,4
IN00000477,CU00003422,2026-06-03,Branch,Complaint,11.54,1
IN00000478,CU00004948,2024-10-11,Call Centre,Complaint,15.48,5
IN00000479,CU00003487,2024-11-16,Branch,KYC,19.19,5
IN00000480,CU00003938,2026-06-24,Call Centre,Complaint,10.76,4
IN00000481,CU00002992,2026-02-13,Call Centre,KYC,44.16,5
IN00000482,CU00000004,2026-05-08,Call Centre,KYC,21.68,2
IN00000483,CU00003159,2025-03-08,App,Card issue,13.23,4
IN00000484,CU00000189,2025-04-23,Chat,Card issue,9.08,5
IN00000485,CU00000070,2026-06-23,Email,KYC,20.3,4
IN00000486,CU00001156,2026-04-21,Email,Card issue,18.68,5
IN00000487,CU00004557,2024-12-15,App,Digital help,55.24,4
IN00000488,CU00003736,2025-11-09,Call Centre,Loan enquiry,12.4,4
IN00000489,CU00003312,2025-06-27,Branch,Loan enquiry,20.93,2
IN00000490,CU00003574,2026-01-17,Call Centre,Service request,10.6,3
IN00000491,CU00000090,2025-06-08,Call Centre,Service request,24.11,2
IN00000492,CU00002698,2025-10-31,Call Centre,Complaint,14.92,4
IN00000493,CU00003386,2025-09-21,Email,Complaint,5.82,5
IN00000494,CU00003881,2026-05-05,Call Centre,Digital help,4.06,4
IN00000495,CU00002261,2024-11-10,Branch,Digital help,19.99,5
IN00000496,CU00004808,2024-09-28,Call Centre,Service request,25.58,2
IN00000497,CU00001710,2024-10-02,Branch,Digital help,19.8,5
IN00000498,CU00000864,2025-10-05,App,Complaint,13.64,4
IN00000499,CU00000788,2026-07-11,App,KYC,28.8,4
IN00000500,CU00002551,2024-12-01,Chat,KYC,43.63,2
IN00000501,CU00002683,2025-10-27,Chat,KYC,4.29,5
IN00000502,CU00003634,2025-06-12,Branch,Service request,38.02,5
IN00000503,CU00001555,2026-07-15,Call Centre,Digital help,4.93,2
IN00000504,CU00000827,2026-08-31,Chat,Card issue,32.18,2
IN00000505,CU00001465,2024-10-01,Call Centre,Loan enquiry,13.34,4
IN00000506,CU00004115,2025-12-06,Call Centre,KYC,10.66,1
IN00000507,CU00002061,2024-10-03,Call Centre,Loan enquiry,11.47,5
IN00000508,CU00001096,2025-08-22,Email,Complaint,10.28,4
IN00000509,CU00001554,2024-11-05,Email,Service request,21.32,4
IN00000510,CU00003406,2024-12-04,App,Card issue,23.99,3
IN00000511,CU00003079,2025-12-19,App,Loan enquiry,8.7,4
IN00000512,CU00004153,2025-02-21,Chat,Service request,26.22,3
IN00000513,CU00002337,2024-11-14,Branch,Service request,33.12,4
IN00000514,CU00002326,2026-04-24,App,Digital help,38.94,2
IN00000515,CU00000896,2024-09-01,Branch,KYC,20.62,5
IN00000516,CU00000638,2026-07-23,Call Centre,Complaint,31.59,3
IN00000517,CU00002298,2024-10-13,App,Card issue,20.85,4
IN00000518,CU00000042,2024-10-17,App,KYC,45.88,5
IN00000519,CU00002292,2024-12-11,Email,Complaint,4.76,4
IN00000520,CU00002838,2026-07-19,Branch,Loan enquiry,19.42,5
IN00000521,CU00003921,2026-05-06,App,Service request,18.21,4
IN00000522,CU00000310,2025-02-07,Branch,Digital help,23.44,5
IN00000523,CU00000039,2025-04-24,Email,Card issue,18.53,5
IN00000524,CU00002905,2025-04-21,Email,KYC,51.53,3
IN00000525,CU00001827,2024-10-14,Branch,KYC,1.81,4
IN00000526,CU00000628,2024-11-22,App,Loan enquiry,18.51,4
IN00000527,CU00002838,2026-05-16,Call Centre,Complaint,4.12,3
IN00000528,CU00002475,2024-11-09,Chat,Service request,23.54,5
IN00000529,CU00004470,2025-07-20,Email,KYC,16.3,4
IN00000530,CU00003690,2025-01-21,App,Complaint,12.71,3
IN00000531,CU00003933,2025-03-05,Chat,Card issue,5.61,5
IN00000532,CU00001498,2026-08-26,Branch,Complaint,20.16,5
IN00000533,CU00005000,2024-10-19,App,Loan enquiry,33.39,5
IN00000534,CU00001644,2026-01-08,Branch,Card issue,25.1,4
IN00000535,CU00000666,2026-02-14,Chat,Service request,11.21,4
IN00000536,CU00004757,2026-02-14,Email,Digital help,5.33,3
IN00000537,CU00003015,2024-11-10,Call Centre,Card issue,16.19,4
IN00000538,CU00001712,2025-03-11,Branch,Loan enquiry,15.63,4
IN00000539,CU00004340,2025-01-16,App,Card issue,23.26,5
IN00000540,CU00003479,2026-07-18,App,Card issue,16.2,4
IN00000541,CU00000457,2025-01-11,Chat,Card issue,16.37,5
IN00000542,CU00004082,2025-07-23,Chat,Service request,8.73,4
IN00000543,CU00000419,2025-08-24,Call Centre,Digital help,2.32,5
IN00000544,CU00003662,2025-10-04,Email,KYC,58.18,5
IN00000545,CU00001387,2025-06-06,Branch,Service request,11.69,3
IN00000546,CU00000874,2026-07-17,Branch,Loan enquiry,13.49,4
IN00000547,CU00004666,2025-08-03,App,Complaint,21.75,4
IN00000548,CU00000095,2026-05-10,Email,Complaint,63.2,1
IN00000549,CU00002514,2024-12-07,App,Complaint,12.0,4
IN00000550,CU00003385,2026-02-01,App,Digital help,13.65,4
IN00000551,CU00003019,2025-12-10,Call Centre,Digital help,16.96,5
IN00000552,CU00000757,2024-12-16,Branch,Loan enquiry,18.35,3
IN00000553,CU00001527,2025-08-27,Chat,Service request,23.94,5
IN00000554,CU00001500,2025-07-31,Call Centre,Loan enquiry,13.97,2
IN00000555,CU00003959,2024-11-21,Email,Digital help,7.92,4
IN00000556,CU00003098,2024-12-02,Email,Loan enquiry,43.83,5
IN00000557,CU00001478,2026-01-28,Branch,Complaint,2.27,4
IN00000558,CU00000219,2026-08-06,Call Centre,Service request,6.96,4
IN00000559,CU00001379,2026-07-06,Branch,Complaint,25.52,5
IN00000560,CU00001593,2025-11-27,Chat,Digital help,6.44,5
IN00000561,CU00000248,2024-12-18,App,Service request,37.54,1
IN00000562,CU00003627,2025-07-31,Chat,Service request,6.78,5
IN00000563,CU00001548,2026-04-20,Branch,Card issue,15.81,5
IN00000564,CU00003390,2025-03-09,Chat,KYC,7.08,3
IN00000565,CU00004045,2025-02-12,Call Centre,KYC,24.48,3
IN00000566,CU00000248,2024-11-18,Chat,KYC,13.01,4
IN00000567,CU00003018,2026-05-02,Call Centre,KYC,9.84,5
IN00000568,CU00000949,2025-09-05,Branch,KYC,11.04,4
IN00000569,CU00002765,2025-03-03,Email,Service request,1.06,3
IN00000570,CU00002251,2025-02-13,Call Centre,Service request,14.0,5
IN00000571,CU00001825,2026-04-25,Email,Digital help,11.15,5
IN00000572,CU00004936,2025-08-17,Chat,Loan enquiry,12.62,4
IN00000573,CU00000237,2024-12-01,Call Centre,Loan enquiry,15.74,1
IN00000574,CU00002842,2026-04-25,Call Centre,Complaint,46.44,3
IN00000575,CU00004837,2025-05-16,Email,Service request,6.82,3
IN00000576,CU00002994,2024-10-26,Call Centre,Digital help,104.85,4
IN00000577,CU00004948,2026-03-05,Email,Service request,10.68,2
IN00000578,CU00004110,2025-06-03,Chat,Complaint,24.03,5
IN00000579,CU00001246,2026-01-05,App,Card issue,4.53,5
IN00000580,CU00002357,2025-04-27,App,KYC,15.31,3
IN00000581,CU00000765,2026-05-06,Email,Digital help,24.91,4
IN00000582,CU00003481,2026-02-24,App,Complaint,6.1,4
IN00000583,CU00000012,2024-11-20,Email,Card issue,30.35,4
IN00000584,CU00001491,2026-01-17,Branch,Digital help,3.14,5
IN00000585,CU00000463,2025-06-21,Call Centre,Digital help,5.82,4
IN00000586,CU00000669,2025-08-13,Call Centre,Digital help,7.6,4
IN00000587,CU00000977,2025-01-09,Branch,Digital help,14.88,4
IN00000588,CU00004493,2026-05-20,App,Complaint,11.59,2
IN00000589,CU00002896,2026-01-02,Chat,Loan enquiry,29.46,5
IN00000590,CU00003831,2025-07-05,Call Centre,Complaint,16.03,4
IN00000591,CU00002537,2025-03-30,Call Centre,Loan enquiry,18.94,5
IN00000592,CU00004491,2025-12-24,Call Centre,Service request,11.5,4
IN00000593,CU00000848,2025-06-05,Email,Service request,32.62,2
IN00000594,CU00003906,2024-12-25,Call Centre,Service request,18.9,5
IN00000595,CU00002802,2024-12-07,Email,Digital help,8.56,5
IN00000596,CU00001431,2024-11-09,Branch,Card issue,11.53,4
IN00000597,CU00003574,2025-08-25,Email,Card issue,16.43,3
IN00000598,CU00003958,2024-10-19,Branch,KYC,8.57,5
IN00000599,CU00003788,2025-11-04,Email,Loan enquiry,35.99,4
IN00000600,CU00003877,2025-10-14,Call Centre,Complaint,14.46,3
IN00000601,CU00002199,2025-11-21,Branch,Loan enquiry,20.76,4
IN00000602,CU00001469,2024-10-13,Branch,Loan enquiry,25.21,3
IN00000603,CU00001916,2025-07-28,App,Loan enquiry,7.05,3
IN00000604,CU00004990,2024-12-11,Branch,Complaint,14.94,5
IN00000605,CU00000962,2025-11-26,Branch,Digital help,31.36,5
IN00000606,CU00003824,2026-04-22,Chat,Loan enquiry,19.71,5
IN00000607,CU00002997,2026-06-15,App,Card issue,14.09,4
IN00000608,CU00001393,2025-11-04,Email,KYC,29.52,4
IN00000609,CU00003427,2025-02-16,App,Digital help,16.64,4
IN00000610,CU00003073,2025-09-07,Call Centre,Service request,13.64,5
IN00000611,CU00003460,2026-05-26,Branch,KYC,20.24,5
IN00000612,CU00002253,2024-10-21,App,Service request,19.84,5
IN00000613,CU00003869,2025-04-25,Branch,Complaint,17.64,4
IN00000614,CU00003916,2026-03-23,Branch,Service request,17.87,4
IN00000615,CU00001019,2024-11-01,Email,Complaint,36.72,4
IN00000616,CU00001895,2025-02-02,Call Centre,Loan enquiry,20.64,4
IN00000617,CU00003268,2025-05-01,App,Complaint,20.65,5
IN00000618,CU00003823,2025-02-12,Branch,Card issue,6.81,5
IN00000619,CU00003236,2025-10-21,Email,Digital help,4.34,3
IN00000620,CU00002212,2024-12-19,App,Service request,25.7,1
IN00000621,CU00002004,2025-05-16,Email,Digital help,3.66,4
IN00000622,CU00000501,2026-04-12,Email,KYC,6.15,5
IN00000623,CU00002016,2024-10-11,App,Digital help,9.89,4
IN00000624,CU00002020,2026-08-11,App,KYC,9.71,3
IN00000625,CU00003363,2024-10-11,App,KYC,7.71,3
IN00000626,CU00001480,2025-08-11,Call Centre,Digital help,23.87,1
IN00000627,CU00002905,2026-04-28,Email,KYC,11.88,3
IN00000628,CU00002121,2025-08-15,App,KYC,10.04,3
IN00000629,CU00004495,2026-03-16,App,Complaint,8.2,5
IN00000630,CU00000411,2025-01-19,Email,Card issue,64.0,4
IN00000631,CU00000947,2024-10-12,App,Digital help,31.02,4
IN00000632,CU00001885,2025-05-11,App,Digital help,17.25,3
IN00000633,CU00004586,2025-06-10,App,Digital help,8.01,5
IN00000634,CU00001739,2026-08-13,Branch,Loan enquiry,8.0,2
IN00000635,CU00000175,2026-05-23,Email,Card issue,22.32,3
IN00000636,CU00004126,2024-10-15,Branch,Card issue,3.02,4
IN00000637,CU00001103,2025-11-20,Branch,Card issue,3.4,2
IN00000638,CU00004406,2025-01-06,Branch,Digital help,19.79,4
IN00000639,CU00002679,2026-05-17,Call Centre,Card issue,9.42,5
IN00000640,CU00000564,2025-05-17,Branch,KYC,6.31,5
IN00000641,CU00004380,2024-09-14,Branch,Loan enquiry,0.84,5
IN00000642,CU00003262,2026-04-07,Call Centre,Digital help,22.35,5
IN00000643,CU00000685,2026-01-01,Branch,Card issue,12.27,5
IN00000644,CU00004199,2025-04-09,Branch,KYC,0.89,4
IN00000645,CU00003668,2026-04-11,App,Card issue,57.54,4
IN00000646,CU00001216,2024-12-23,Branch,Complaint,23.27,4
IN00000647,CU00000461,2026-04-22,Email,Digital help,16.87,2
IN00000648,CU00002829,2026-01-13,Branch,Card issue,9.2,5
IN00000649,CU00004091,2024-09-17,Chat,Service request,5.78,5
IN00000650,CU00003237,2025-04-26,Branch,Card issue,21.64,4
IN00000651,CU00000120,2024-10-06,Chat,Loan enquiry,11.75,4
IN00000652,CU00003419,2024-11-16,App,Card issue,10.47,5
IN00000653,CU00002494,2026-02-18,Email,Loan enquiry,16.11,4
IN00000654,CU00003985,2026-07-21,Branch,Complaint,22.93,2
IN00000655,CU00003236,2025-02-13,Chat,Loan enquiry,25.93,5
IN00000656,CU00002233,2025-10-22,App,Service request,0.73,4
IN00000657,CU00003437,2025-01-03,Branch,Card issue,8.17,4
IN00000658,CU00004935,2025-05-14,Branch,Digital help,3.24,4
IN00000659,CU00000869,2025-03-13,Branch,Complaint,30.38,4
IN00000660,CU00001894,2026-04-18,Chat,Complaint,7.81,3
IN00000661,CU00001150,2024-10-29,App,Complaint,19.68,5
IN00000662,CU00002646,2024-09-02,Call Centre,KYC,38.66,4
IN00000663,CU00001842,2025-11-02,Email,Card issue,26.96,4
IN00000664,CU00002790,2025-10-29,Email,KYC,16.98,1
IN00000665,CU00000372,2025-08-10,Chat,Loan enquiry,34.33,3
IN00000666,CU00001632,2026-03-03,App,Loan enquiry,27.7,5
IN00000667,CU00000444,2025-09-15,Branch,Card issue,2.66,2
IN00000668,CU00001486,2025-07-21,App,Complaint,21.16,3
IN00000669,CU00000058,2025-09-16,Branch,Card issue,20.27,4
IN00000670,CU00003198,2025-08-15,Chat,Loan enquiry,25.42,5
IN00000671,CU00000211,2025-09-24,Chat,Loan enquiry,13.35,5
IN00000672,CU00000879,2025-03-25,Chat,Loan enquiry,12.45,4
IN00000673,CU00001880,2026-06-21,Chat,Card issue,4.92,5
IN00000674,CU00000038,2025-02-25,Chat,Card issue,14.83,4
IN00000675,CU00004247,2024-10-07,Email,Complaint,23.67,4
IN00000676,CU00000276,2026-03-20,Chat,Complaint,18.76,4
IN00000677,CU00001951,2026-08-12,Call Centre,KYC,15.98,5
IN00000678,CU00004944,2026-08-05,App,Loan enquiry,7.23,5
IN00000679,CU00003915,2025-05-22,Call Centre,Card issue,9.31,1
IN00000680,CU00003112,2025-12-30,Chat,Card issue,12.93,4
IN00000681,CU00003249,2024-10-25,Email,Card issue,16.56,1
IN00000682,CU00001445,2025-11-16,Chat,Complaint,4.39,5
IN00000683,CU00003601,2025-10-06,App,KYC,6.52,4
IN00000684,CU00004710,2024-11-21,Chat,Card issue,11.91,5
IN00000685,CU00004251,2025-05-26,Branch,Card issue,43.95,5
IN00000686,CU00003350,2025-06-13,Email,Digital help,2.14,5
IN00000687,CU00000090,2025-10-20,Chat,KYC,5.54,4
IN00000688,CU00003131,2025-07-18,Branch,Card issue,3.22,4
IN00000689,CU00004424,2026-05-08,Email,Complaint,10.32,3
IN00000690,CU00002494,2025-11-15,Email,Complaint,9.84,2
IN00000691,CU00003452,2025-05-15,Call Centre,Loan enquiry,16.28,5
IN00000692,CU00002857,2026-03-18,App,Complaint,6.42,5
IN00000693,CU00000410,2026-07-06,Call Centre,Service request,11.19,4
IN00000694,CU00003303,2025-11-03,Call Centre,Service request,7.99,4
IN00000695,CU00000200,2025-11-12,Chat,Loan enquiry,27.74,4
IN00000696,CU00001211,2025-11-30,App,Digital help,20.16,5
IN00000697,CU00001745,2026-05-27,Chat,Loan enquiry,24.69,5
IN00000698,CU00001064,2025-02-18,Chat,Service request,31.53,1
IN00000699,CU00000730,2026-06-29,Call Centre,KYC,17.35,1
IN00000700,CU00001146,2024-09-27,App,Service request,15.49,3
IN00000701,CU00003556,2024-11-01,Email,Loan enquiry,24.14,5
IN00000702,CU00001900,2026-02-22,Branch,Complaint,13.41,4
IN00000703,CU00001303,2026-06-23,Email,Loan enquiry,12.58,3
IN00000704,CU00000617,2026-02-04,Branch,Card issue,25.68,4
IN00000705,CU00000885,2025-01-26,Branch,Service request,1.52,3
IN00000706,CU00001576,2024-09-17,Chat,Card issue,6.7,5
IN00000707,CU00000587,2025-04-24,App,Digital help,15.21,3
IN00000708,CU00002341,2025-09-05,App,Complaint,16.25,5
IN00000709,CU00003221,2026-03-01,Chat,Complaint,48.4,5
IN00000710,CU00004003,2025-01-31,Branch,Digital help,15.55,3
IN00000711,CU00004491,2025-02-28,App,Complaint,12.7,4
IN00000712,CU00003847,2024-12-18,Branch,Digital help,26.95,5
IN00000713,CU00003066,2025-01-10,App,Card issue,17.31,5
IN00000714,CU00001989,2025-11-07,App,Digital help,18.24,5
IN00000715,CU00004671,2025-09-06,Chat,Digital help,9.25,3
IN00000716,CU00003569,2025-05-18,Email,KYC,36.62,5
IN00000717,CU00000652,2025-12-06,Call Centre,Complaint,24.49,5
IN00000718,CU00004614,2026-04-04,Call Centre,Complaint,19.75,4
IN00000719,CU00004969,2026-02-19,Chat,Digital help,9.06,5
IN00000720,CU00002694,2025-12-04,Chat,Complaint,4.01,5
IN00000721,CU00004264,2025-06-03,Call Centre,Service request,2.11,5
IN00000722,CU00002070,2025-08-06,Email,Card issue,23.72,4
IN00000723,CU00004060,2025-12-22,App,Digital help,38.49,5
IN00000724,CU00000136,2025-06-20,Email,Digital help,45.33,5
IN00000725,CU00004976,2026-05-10,Chat,Card issue,13.89,3
IN00000726,CU00001831,2025-10-01,Call Centre,Service request,20.58,4
IN00000727,CU00003948,2026-05-05,Email,Card issue,5.09,2
IN00000728,CU00001285,2026-03-18,Branch,Complaint,11.76,3
IN00000729,CU00003231,2025-05-27,Email,Service request,40.48,5
IN00000730,CU00002622,2025-06-13,Branch,Complaint,6.03,4
IN00000731,CU00001272,2026-06-21,Branch,Digital help,13.74,4
IN00000732,CU00002563,2026-01-12,Call Centre,Complaint,14.07,2
IN00000733,CU00002908,2025-06-13,Branch,KYC,25.71,5
IN00000734,CU00002946,2025-04-03,Call Centre,KYC,10.43,5
IN00000735,CU00002999,2025-10-20,Email,Card issue,26.61,2
IN00000736,CU00004418,2025-04-14,App,Service request,10.5,4
IN00000737,CU00004116,2025-02-25,App,Card issue,24.48,3
IN00000738,CU00003122,2025-03-03,Branch,Complaint,4.98,2
IN00000739,CU00000868,2025-12-27,Branch,Card issue,21.36,3
IN00000740,CU00001854,2024-11-26,App,KYC,6.89,4
IN00000741,CU00003551,2026-02-08,App,KYC,10.63,3
IN00000742,CU00000584,2025-07-13,App,Loan enquiry,14.36,5
IN00000743,CU00001045,2024-11-26,Call Centre,Loan enquiry,8.87,5
IN00000744,CU00004763,2025-08-04,Email,Service request,6.16,5
IN00000745,CU00004499,2024-09-18,Chat,KYC,20.13,5
IN00000746,CU00003478,2026-01-18,Email,Service request,31.24,4
IN00000747,CU00004166,2026-04-13,Branch,Card issue,7.42,4
IN00000748,CU00004540,2024-12-12,Chat,Loan enquiry,27.07,5
IN00000749,CU00002347,2026-02-25,Call Centre,Complaint,30.36,2
IN00000750,CU00000681,2025-07-09,Email,KYC,13.26,5
IN00000751,CU00001652,2026-04-04,App,Complaint,17.06,4
IN00000752,CU00002716,2024-11-06,Call Centre,KYC,11.61,4
IN00000753,CU00001728,2026-07-07,Branch,Loan enquiry,8.48,4
IN00000754,CU00000990,2024-10-28,Chat,KYC,6.39,5
IN00000755,CU00004939,2025-03-19,App,Service request,22.65,4
IN00000756,CU00002391,2025-03-18,Branch,Digital help,15.76,4
IN00000757,CU00003677,2025-07-28,Branch,Card issue,12.49,4
IN00000758,CU00000220,2025-06-23,Branch,Complaint,7.81,3
IN00000759,CU00001543,2024-09-26,App,Service request,14.83,5
IN00000760,CU00004666,2024-10-13,Chat,Card issue,12.41,4
IN00000761,CU00001097,2026-02-08,Email,KYC,2.99,3
IN00000762,CU00001899,2024-09-29,Chat,Card issue,11.23,4
IN00000763,CU00001156,2025-03-22,Call Centre,Card issue,25.22,4
IN00000764,CU00004703,2026-05-06,Email,KYC,20.81,4
IN00000765,CU00004301,2024-10-02,Call Centre,Complaint,46.83,4
IN00000766,CU00004748,2025-06-19,Call Centre,Loan enquiry,13.56,2
IN00000767,CU00002736,2025-01-14,Chat,Complaint,19.16,4
IN00000768,CU00004176,2024-09-03,App,Complaint,7.04,5
